District_Eng,Taluka_Eng,No_Of_Victims_Shifted,Avg_No_Of_Ambulance,Cardiac,Pregnancy,Respiratory,Trauma,Others,AsOnDt
Navsari,Chikhli,365,2,22,102,29,78,134,2/28/2018 0:00
Vadodara,Desar,111,1,3,51,4,11,42,2/28/2018 0:00
Anand,Sojitra,108,1,4,68,3,11,22,2/28/2018 0:00
Bharuch,Netrang,249,2,9,84,11,42,103,2/28/2018 0:00
Morbi,Halvad,141,1,1,91,5,17,27,2/28/2018 0:00
Morbi,Tankara,115,1,7,58,4,18,28,2/28/2018 0:00
Panchmahals,Kalol,432,1,17,103,20,52,240,2/28/2018 0:00
Tapi,Songadh,638,4,33,152,28,50,375,2/28/2018 0:00
Ahmedabad,Dholera,110,1,3,72,3,13,19,2/28/2018 0:00
Anand,Ode(Umreth),272,3,11,150,16,39,56,2/28/2018 0:00
Bhavnagar,Palitana,156,1,2,83,5,29,37,2/28/2018 0:00
Dahod,Devgadhbariya,447,3,12,180,11,56,188,2/28/2018 0:00
Kachchh,Anjar,357,2,10,156,13,49,129,2/28/2018 0:00
Kachchh,Bhachau,324,3,8,177,18,32,89,2/28/2018 0:00
Sabarkantha,Prantij,146,1,11,52,11,17,55,2/28/2018 0:00
Banaskantha,Dhanera,174,1,2,33,3,24,112,2/28/2018 0:00
Botad,Ranpur,129,1,1,87,5,10,26,2/28/2018 0:00
Gir Somnath,Talala,124,1,3,60,4,17,40,2/28/2018 0:00
Mahesana,Jotana,92,1,7,44,4,7,30,2/28/2018 0:00
Surat,Surat,3753,20,192,412,329,589,2231,2/28/2018 0:00
Surendranagar,Muli,161,2,3,85,6,18,49,2/28/2018 0:00
Ahmedabad,Detroj,137,1,4,89,6,9,29,2/28/2018 0:00
Ahmedabad,Dhanduka,197,2,11,94,10,32,50,2/28/2018 0:00
Amreli,Khambha,127,1,4,79,5,11,28,2/28/2018 0:00
Bharuch,Jhagadia,342,2,11,141,13,38,139,2/28/2018 0:00
Dahod,Limkheda,560,3,6,260,17,52,225,2/28/2018 0:00
Gir Somnath,Patan-Veraval,251,2,10,87,9,33,112,2/28/2018 0:00
Junagadh,Junagadh City,390,4,43,43,34,48,222,2/28/2018 0:00
Banaskantha,Deesa,358,4,10,122,14,50,162,2/28/2018 0:00
Bharuch,Amod,119,1,5,55,10,17,32,2/28/2018 0:00
Mahesana,Vijapur,387,2,17,107,14,23,226,2/28/2018 0:00
Surat,Chorasi,210,1,7,60,13,29,101,2/28/2018 0:00
Surendranagar,Dhrangadhra,170,1,2,94,5,25,44,2/28/2018 0:00
Tapi,Nizar,132,1,9,63,4,19,37,2/28/2018 0:00
Vadodara,Waghodia,319,2,6,157,17,58,81,2/28/2018 0:00
Banaskantha,Suigam,140,1,4,94,2,6,34,2/28/2018 0:00
Kachchh,Mundra,133,1,5,88,5,11,24,2/28/2018 0:00
Mahesana,Becharaji,114,1,6,27,2,17,62,2/28/2018 0:00
Rajkot,Rajkot City,1986,13,158,209,175,351,1093,2/28/2018 0:00
Sabarkantha,Khedbrahma,321,2,5,191,9,34,82,2/28/2018 0:00
Surat,Kamrej,248,1,3,81,9,79,76,2/28/2018 0:00
Aravalli,Dhansura,110,1,4,63,2,13,28,2/28/2018 0:00
Banaskantha,Tharad,172,2,2,53,4,22,91,2/28/2018 0:00
Dahod,Garbada,541,2,7,291,24,23,196,2/28/2018 0:00
Mahisagar,Santrampur,383,3,7,157,37,34,148,2/28/2018 0:00
Sabarkantha,Poshina,153,1,0,105,1,9,38,2/28/2018 0:00
Surat,Palsana,289,2,8,97,14,59,111,2/28/2018 0:00
Surendranagar,Thangadh,45,0,3,25,0,5,12,2/28/2018 0:00
Ahmedabad,Mandal,140,1,4,89,5,21,21,2/28/2018 0:00
Ahmedabad,Sanand,264,1,8,149,5,50,52,2/28/2018 0:00
Anand,Petlad,201,1,5,65,16,33,82,2/28/2018 0:00
Aravalli,Malpur,142,1,6,63,9,18,46,2/28/2018 0:00
Mahesana,Unjha,247,1,0,96,9,24,118,2/28/2018 0:00
Panchmahals,Morva,192,2,5,96,9,14,68,2/28/2018 0:00
Patan,Patan,354,2,17,78,21,45,193,2/28/2018 0:00
Bhavnagar,Bhavnagar,1139,8,146,117,112,143,621,2/28/2018 0:00
Bhavnagar,Shihor,247,2,14,104,16,32,81,2/28/2018 0:00
Botad,Gadhada,222,2,9,119,14,34,46,2/28/2018 0:00
Kachchh,Mandvi,191,2,10,108,6,15,52,2/28/2018 0:00
Mahisagar,Balasinor,189,2,10,84,5,28,62,2/28/2018 0:00
Narmada,Garudeshwar,405,1,23,81,20,30,251,2/28/2018 0:00
Valsad,Dharampur,878,5,33,296,29,58,462,2/28/2018 0:00
Ahmedabad,Ahmedabad City,11823,52,1140,749,1609,1308,7017,2/28/2018 0:00
Anand,Borsad,225,2,8,82,18,41,76,2/28/2018 0:00
Aravalli,Bayad,245,2,11,122,11,37,64,2/28/2018 0:00
Kachchh,Dayapar(Lakhpat),155,2,4,86,7,7,51,2/28/2018 0:00
Morbi,Morvi,397,4,18,140,14,66,159,2/28/2018 0:00
Rajkot,Kotada Sanghani,112,1,9,44,2,12,45,2/28/2018 0:00
Sabarkantha,Vijaynagar,165,1,3,67,4,38,53,2/28/2018 0:00
Surendranagar,Limbdi,192,3,14,58,7,33,80,2/28/2018 0:00
Aravalli,Meghraj,271,2,11,118,13,31,98,2/28/2018 0:00
Banaskantha,Vav,156,1,9,87,5,15,40,2/28/2018 0:00
Dahod,Sanjeli,137,1,3,76,5,8,45,2/28/2018 0:00
Jamnagar,Dhrol,101,2,4,36,6,25,30,2/28/2018 0:00
Kheda,Mahudha,108,1,12,37,8,14,37,2/28/2018 0:00
Mahesana,Kadi,309,2,5,74,8,44,178,2/28/2018 0:00
Rajkot,Jamkandorna,67,1,4,23,3,2,35,2/28/2018 0:00
The Dangs,Vaghai,158,1,5,61,2,15,75,2/28/2018 0:00
Valsad,Kaprada,890,6,16,454,25,58,337,2/28/2018 0:00
Amreli,Babara,231,1,3,149,4,13,62,2/28/2018 0:00
Gandhinagar,Dehgam,388,3,31,158,27,60,112,2/28/2018 0:00
Jamnagar,Lalpur,265,1,25,89,8,26,117,2/28/2018 0:00
Junagadh,Mangrol,200,1,13,63,6,26,92,2/28/2018 0:00
Kheda,Kheda,130,2,7,58,8,21,36,2/28/2018 0:00
Sabarkantha,Himatnagar,420,3,16,169,21,63,151,2/28/2018 0:00
Surendranagar,Chuda,87,1,5,48,3,12,19,2/28/2018 0:00
Ahmedabad,Bavla,230,2,10,98,7,69,46,2/28/2018 0:00
Amreli,Savarkundla,277,2,20,125,13,30,89,2/28/2018 0:00
Anand,Khambhat,259,2,10,143,14,16,76,2/28/2018 0:00
Bhavnagar,Talaja,287,2,12,127,20,35,93,2/28/2018 0:00
Jamnagar,Jamnagar City,1207,9,115,250,104,139,600,2/28/2018 0:00
Mahesana,Satlasana,88,1,1,36,2,16,33,2/28/2018 0:00
Narmada,Dediapada,461,5,8,271,5,43,134,2/28/2018 0:00
Narmada,Rajpipla(Nandod),429,4,8,100,17,48,256,2/28/2018 0:00
Surat,Mandvi,424,2,22,121,23,60,198,2/28/2018 0:00
Valsad,Valsad,534,4,33,48,55,125,273,2/28/2018 0:00
Ahmedabad,Daskroi,393,3,30,73,53,71,166,2/28/2018 0:00
Aravalli,Modasa,167,1,14,58,11,30,54,2/28/2018 0:00
Banaskantha,Bhabhar,113,1,9,51,7,21,25,2/28/2018 0:00
Junagadh,Mendarda,164,1,7,101,7,13,36,2/28/2018 0:00
Mahesana,Vadnagar,293,2,8,44,12,27,202,2/28/2018 0:00
Amreli,Jafrabad,112,1,2,75,0,12,23,2/28/2018 0:00
Bhavnagar,Gariyadhar,104,1,2,62,4,9,27,2/28/2018 0:00
Botad,Botad,265,3,2,132,12,52,67,2/28/2018 0:00
Dahod,Dhanpur,251,1,0,129,8,21,93,2/28/2018 0:00
Gir Somnath,Girgadhada,209,0,8,130,6,20,45,2/28/2018 0:00
Kheda,Kapadvanj,305,3,15,149,15,34,92,2/28/2018 0:00
Kheda,Limbasi(Matar),175,1,9,91,11,17,47,2/28/2018 0:00
Mahesana,Visnagar,386,1,7,39,6,25,309,2/28/2018 0:00
Panchmahals,Ghoghamba,257,2,1,115,5,26,110,2/28/2018 0:00
Rajkot,Dhoraji,121,1,6,36,4,23,52,2/28/2018 0:00
Vadodara,Vadodara City,2362,16,136,261,250,442,1273,2/28/2018 0:00
Amreli,Dhari,292,2,27,160,8,19,78,2/28/2018 0:00
Amreli,Rajula,205,2,8,112,4,26,55,2/28/2018 0:00
Bharuch,Ankleshwar,341,2,4,144,10,68,115,2/28/2018 0:00
Chhotaudepur,Sankheda,209,2,6,114,5,15,69,2/28/2018 0:00
Gir Somnath,Kodinar,239,2,11,105,9,47,67,2/28/2018 0:00
Junagadh,Vanthali,197,1,22,75,17,19,64,2/28/2018 0:00
Kheda,Thasara,337,2,6,160,26,54,91,2/28/2018 0:00
Morbi,Wankaner,178,1,11,71,8,21,67,2/28/2018 0:00
Navsari,Navsari,358,3,20,74,34,45,185,2/28/2018 0:00
Rajkot,Jasdan,167,2,8,80,8,24,47,2/28/2018 0:00
The Dangs,Ahwa,277,4,12,108,5,36,116,2/28/2018 0:00
Devbhumi-Dwarka,Khambhalia,244,1,13,69,13,42,107,2/28/2018 0:00
Vadodara,Savali,250,1,6,92,9,55,88,2/28/2018 0:00
Jamnagar,Jamjodhpur,204,1,16,101,7,19,61,3/31/2018 0:00
Amreli,Lathi,286,2,14,185,8,19,60,3/31/2018 0:00
Morbi,Maliya,123,1,4,53,4,24,38,3/31/2018 0:00
Kachchh,Bhuj,720,6,18,302,24,70,306,3/31/2018 0:00
Rajkot,Paddhari,133,1,9,61,3,19,41,3/31/2018 0:00
Devbhumi-Dwarka,Khambhalia,233,1,12,65,15,43,98,3/31/2018 0:00
Vadodara,Savali,265,1,5,102,11,54,93,3/31/2018 0:00
Banaskantha,Dantiwada,161,1,3,98,4,16,40,3/31/2018 0:00
Rajkot,Gondal,233,2,15,71,11,53,83,3/31/2018 0:00
Kachchh,Nakhatrana,523,4,20,281,8,61,153,3/31/2018 0:00
Sabarkantha,Vadali,116,1,9,64,3,13,27,3/31/2018 0:00
Jamnagar,Kalavad,179,1,5,80,9,28,57,3/31/2018 0:00
Junagadh,Junagadh,301,0,25,78,23,31,144,3/31/2018 0:00
Navsari,Gandevi,201,2,14,35,26,22,104,3/31/2018 0:00
Banaskantha,Vadgam,372,2,8,118,22,31,193,3/31/2018 0:00
Junagadh,Manavadar,170,1,14,73,7,17,59,3/31/2018 0:00
Tapi,Vyara,620,3,30,140,25,89,336,3/31/2018 0:00
Bhavnagar,Ghogha,198,2,22,70,12,22,72,3/31/2018 0:00
Kheda,Galteshwar,69,0,0,50,0,5,14,3/31/2018 0:00
Rajkot,Lodhika,131,1,4,55,5,18,49,3/31/2018 0:00
Anand,Tarapur,195,3,16,90,10,33,46,3/31/2018 0:00
Chhotaudepur,Kawant,553,3,9,241,23,49,231,3/31/2018 0:00
Surat,Bardoli,316,3,11,101,21,52,131,3/31/2018 0:00
Bharuch,Hansot,62,1,1,20,2,17,22,3/31/2018 0:00
Gandhinagar,Kalol,287,2,11,62,19,78,117,3/31/2018 0:00
Junagadh,Keshod,270,1,15,79,12,47,117,3/31/2018 0:00
Narmada,Tilakwada,158,1,4,48,12,18,76,3/31/2018 0:00
Patan,Santalpur,258,2,9,149,6,15,79,3/31/2018 0:00
Bhavnagar,Vallabhipur,108,1,6,54,4,19,25,3/31/2018 0:00
Junagadh,Bhesan,192,1,13,87,5,16,71,3/31/2018 0:00
Navsari,Jalalpore,261,2,15,62,27,30,127,3/31/2018 0:00
Chhotaudepur,Chhhota Udepur,905,5,10,443,35,56,361,3/31/2018 0:00
Chhotaudepur,Naswadi,254,1,1,175,6,22,50,3/31/2018 0:00
Surendranagar,Wadhwan,196,3,14,51,9,29,93,3/31/2018 0:00
Ahmedabad,Viramgam,306,2,8,197,18,41,42,3/31/2018 0:00
Navsari,Khergam,190,2,15,39,14,18,104,3/31/2018 0:00
Patan,Chanasma,193,1,9,75,15,34,60,3/31/2018 0:00
Banaskantha,Lakhani,148,0,1,34,5,4,104,3/31/2018 0:00
Banaskantha,Palanpur,294,1,7,126,14,34,113,3/31/2018 0:00
Dahod,Fatehpura,577,3,13,247,15,37,265,3/31/2018 0:00
Devbhumi-Dwarka,Bhanvad,136,1,7,51,3,21,54,3/31/2018 0:00
Surendranagar,Sayla,128,1,2,64,1,31,30,3/31/2018 0:00
Banaskantha,Danta,730,3,11,454,15,67,183,3/31/2018 0:00
Banaskantha,Deodar,233,1,0,137,9,11,76,3/31/2018 0:00
Bharuch,Bharuch,473,4,11,168,27,110,157,3/31/2018 0:00
Kheda,Vaso,27,0,2,10,4,4,7,3/31/2018 0:00
Valsad,Vapi,110,0,3,19,2,37,49,3/31/2018 0:00
Mahesana,Gojaria,16,0,1,5,0,4,6,3/31/2018 0:00
Mahesana,Mehsana,506,3,22,51,28,107,298,3/31/2018 0:00
Mahisagar,Kadana,327,2,8,106,12,25,176,3/31/2018 0:00
Sabarkantha,Idar,413,3,9,216,20,61,107,3/31/2018 0:00
Amreli,Kukavav,161,2,8,81,8,8,56,3/31/2018 0:00
Porbandar,Kutiyana,132,2,16,36,4,13,63,3/31/2018 0:00
Rajkot,Upleta,126,1,10,42,6,27,41,3/31/2018 0:00
Surat,Mangrol,288,1,9,95,10,42,132,3/31/2018 0:00
Tapi,Valod,162,1,6,42,8,25,81,3/31/2018 0:00
Amreli,Lilia,147,1,5,89,5,6,42,3/31/2018 0:00
Panchmahals,Jambughoda,172,1,5,51,3,41,72,3/31/2018 0:00
The Dangs,Subir,176,2,6,76,3,14,77,3/31/2018 0:00
Chhotaudepur,Pavi Jetpur,370,3,4,203,11,40,112,3/31/2018 0:00
Gir Somnath,Una,610,4,22,365,10,92,121,3/31/2018 0:00
Junagadh,Maliyahatina,304,2,15,162,13,26,88,3/31/2018 0:00
Mahisagar,Lunavada,380,3,22,148,19,35,156,3/31/2018 0:00
Devbhumi-Dwarka,Kalyanpur,244,3,14,104,14,28,84,3/31/2018 0:00
Panchmahals,Shehra,443,1,14,135,24,45,225,3/31/2018 0:00
Sabarkantha,Talod,202,1,11,62,21,39,69,3/31/2018 0:00
Surendranagar,Lakhtar,113,1,7,57,8,7,34,3/31/2018 0:00
Vadodara,Dabhoi,270,1,7,135,8,50,70,3/31/2018 0:00
Bhavnagar,Ranghola(Umrala),107,1,4,51,4,28,20,3/31/2018 0:00
Botad,Barwala,97,1,7,58,2,6,24,3/31/2018 0:00
Navsari,Vansada,661,3,30,233,26,57,315,3/31/2018 0:00
Valsad,Umargam,241,2,11,77,9,52,92,3/31/2018 0:00
Jamnagar,Jodiya,122,1,8,57,6,5,46,3/31/2018 0:00
Kheda,Kathlal,249,2,11,103,11,41,83,3/31/2018 0:00
Mahisagar,Virpur,155,1,5,68,9,13,60,3/31/2018 0:00
Patan,Sankheshwar,94,1,4,58,7,4,21,3/31/2018 0:00
Porbandar,Porbandar City,523,5,39,105,35,77,267,3/31/2018 0:00
Ahmedabad,Daskroi,359,3,49,55,37,52,166,3/31/2018 0:00
Aravalli,Modasa,164,1,8,57,7,31,61,3/31/2018 0:00
Banaskantha,Bhabhar,77,1,1,30,3,15,28,3/31/2018 0:00
Junagadh,Mendarda,201,1,12,111,5,20,53,3/31/2018 0:00
Mahesana,Vadnagar,340,2,15,40,20,19,246,3/31/2018 0:00
Aravalli,Bhiloda,289,2,10,74,24,41,140,3/31/2018 0:00
Chhotaudepur,Bodeli,298,0,6,146,10,51,85,3/31/2018 0:00
Narmada,Sagbara,256,1,2,198,2,21,33,3/31/2018 0:00
Porbandar,Ranavav,206,1,26,55,15,18,92,3/31/2018 0:00
Surat,Umarpada,315,3,5,93,9,30,178,3/31/2018 0:00
Bharuch,Jambusar,260,1,6,127,12,33,82,3/31/2018 0:00
Bharuch,Vagra,124,2,1,76,5,13,29,3/31/2018 0:00
Kheda,Mahemdavad,212,2,9,81,15,30,77,3/31/2018 0:00
Patan,Harij,136,1,3,53,4,19,57,3/31/2018 0:00
Surendranagar,Dasada,204,2,2,107,5,31,59,3/31/2018 0:00
Kachchh,Abdasa,410,4,12,149,16,27,206,3/31/2018 0:00
Kachchh,Rapar,372,3,5,228,7,36,96,3/31/2018 0:00
Patan,Radhanpur,132,1,4,75,5,18,30,3/31/2018 0:00
Surendranagar,Chotila,246,2,6,136,9,39,56,3/31/2018 0:00
Vadodara,Padra,759,4,26,326,70,61,276,3/31/2018 0:00
Ahmedabad,Dholka,312,2,10,203,13,42,44,3/31/2018 0:00
Bhavnagar,Jesar,95,1,2,62,2,2,27,3/31/2018 0:00
Kachchh,Gandhidham,269,2,3,91,11,50,114,3/31/2018 0:00
Rajkot,Jetpur,121,1,6,42,8,20,45,3/31/2018 0:00
Surat,Mahuva,207,2,7,73,9,35,83,3/31/2018 0:00
Dahod,Dahod,1209,7,16,514,56,118,505,3/31/2018 0:00
Mahesana,Kheralu,167,1,7,12,13,21,114,3/31/2018 0:00
Patan,Saraswati,209,3,7,116,11,18,57,3/31/2018 0:00
Rajkot,Vinchhiya,104,1,5,67,1,4,27,3/31/2018 0:00
Tapi,Uchchhal,289,2,14,91,7,21,156,3/31/2018 0:00
Banaskantha,Suigam,151,1,0,88,1,7,55,3/31/2018 0:00
Kachchh,Mundra,166,1,4,91,5,39,27,3/31/2018 0:00
Mahesana,Becharaji,155,1,1,38,12,26,78,3/31/2018 0:00
Rajkot,Rajkot City,2052,13,158,218,159,340,1177,3/31/2018 0:00
Sabarkantha,Khedbrahma,331,2,5,222,4,24,76,3/31/2018 0:00
Surat,Kamrej,253,1,9,71,17,66,90,3/31/2018 0:00
Anand,Anand,401,4,18,81,46,125,131,3/31/2018 0:00
Anand,Anklav,272,1,20,80,29,32,111,3/31/2018 0:00
Gir Somnath,Sutrapada,286,2,16,164,10,24,72,3/31/2018 0:00
Junagadh,Visavadar,236,1,14,135,7,17,63,3/31/2018 0:00
Panchmahals,Halol,436,3,9,153,16,79,179,3/31/2018 0:00
Valsad,Pardi,234,3,17,39,19,78,81,3/31/2018 0:00
Anand,Sojitra,121,1,4,65,3,15,34,3/31/2018 0:00
Bharuch,Netrang,288,2,9,129,8,35,107,3/31/2018 0:00
Morbi,Halvad,140,1,2,89,2,15,32,3/31/2018 0:00
Morbi,Tankara,125,1,7,54,4,30,30,3/31/2018 0:00
Panchmahals,Kalol,409,1,9,165,16,40,179,3/31/2018 0:00
Tapi,Songadh,838,4,34,229,37,59,479,3/31/2018 0:00
Banaskantha,Dhanera,135,1,1,59,3,32,40,3/31/2018 0:00
Botad,Ranpur,168,1,6,96,4,15,47,3/31/2018 0:00
Gir Somnath,Talala,168,1,5,92,9,21,41,3/31/2018 0:00
Mahesana,Jotana,105,1,2,44,9,22,28,3/31/2018 0:00
Surat,Surat,3843,20,188,476,307,571,2301,3/31/2018 0:00
Surendranagar,Muli,188,2,7,100,11,28,42,3/31/2018 0:00
Banaskantha,Deesa,380,4,5,136,20,50,169,3/31/2018 0:00
Bharuch,Amod,112,1,2,66,5,14,25,3/31/2018 0:00
Mahesana,Vijapur,386,2,23,150,25,37,151,3/31/2018 0:00
Surat,Chorasi,245,1,14,76,13,34,108,3/31/2018 0:00
Surendranagar,Dhrangadhra,203,1,9,127,4,31,32,3/31/2018 0:00
Tapi,Nizar,135,1,3,75,2,6,49,3/31/2018 0:00
Vadodara,Waghodia,371,2,5,196,9,68,93,3/31/2018 0:00
Gandhinagar,Mansa,247,2,15,98,18,23,93,3/31/2018 0:00
Patan,Siddhpur,125,1,8,34,5,25,53,3/31/2018 0:00
Surat,Olpad,272,3,8,101,9,65,89,3/31/2018 0:00
Vadodara,Karjan,397,2,9,257,12,42,77,3/31/2018 0:00
Vadodara,Sinor,122,1,7,55,6,11,43,3/31/2018 0:00
Amreli,Babara,300,1,1,207,5,18,69,3/31/2018 0:00
Gandhinagar,Dehgam,450,3,31,158,49,56,156,3/31/2018 0:00
Jamnagar,Lalpur,292,1,13,120,16,27,116,3/31/2018 0:00
Junagadh,Mangrol,236,1,21,96,7,27,85,3/31/2018 0:00
Kheda,Kheda,117,1,6,43,12,21,35,3/31/2018 0:00
Sabarkantha,Himatnagar,446,3,16,150,25,111,144,3/31/2018 0:00
Surendranagar,Chuda,92,1,3,41,5,19,24,3/31/2018 0:00
Ahmedabad,Detroj,98,1,7,43,3,20,25,3/31/2018 0:00
Ahmedabad,Dhanduka,188,2,7,92,6,35,48,3/31/2018 0:00
Amreli,Khambha,130,1,4,73,6,14,33,3/31/2018 0:00
Bharuch,Jhagadia,378,2,11,122,16,46,183,3/31/2018 0:00
Dahod,Limkheda,524,3,17,201,17,74,215,3/31/2018 0:00
Gir Somnath,Patan-Veraval,305,2,18,93,18,45,131,3/31/2018 0:00
Junagadh,Junagadh City,363,4,48,57,20,46,192,3/31/2018 0:00
Ahmedabad,Ahmedabad City,12105,51,1180,752,1405,1285,7483,3/31/2018 0:00
Anand,Borsad,264,2,5,97,19,60,83,3/31/2018 0:00
Aravalli,Bayad,237,2,9,134,11,19,64,3/31/2018 0:00
Kachchh,Dayapar(Lakhpat),207,2,5,113,2,21,66,3/31/2018 0:00
Morbi,Morvi,404,4,12,115,19,70,188,3/31/2018 0:00
Rajkot,Kotada Sanghani,136,1,6,44,12,14,60,3/31/2018 0:00
Sabarkantha,Vijaynagar,154,1,5,64,6,12,67,3/31/2018 0:00
Surendranagar,Limbdi,212,3,14,79,15,22,82,3/31/2018 0:00
Amreli,Amreli,396,4,17,148,18,67,146,3/31/2018 0:00
Banaskantha,Amirgadh,232,2,5,122,5,16,84,3/31/2018 0:00
Gandhinagar,Gandhinagar,979,7,71,111,64,241,492,3/31/2018 0:00
Kheda,Nadiad,290,2,21,47,37,51,134,3/31/2018 0:00
Mahisagar,Khanpur (Vadagam),149,1,3,99,3,11,33,3/31/2018 0:00
Panchmahals,Godhra,633,6,19,199,34,89,292,3/31/2018 0:00
Patan,Sami,229,2,5,167,5,24,28,3/31/2018 0:00
Ahmedabad,Dholera,118,1,4,55,2,29,28,3/31/2018 0:00
Anand,Ode(Umreth),301,3,9,156,17,45,74,3/31/2018 0:00
Bhavnagar,Palitana,174,1,8,93,3,20,50,3/31/2018 0:00
Dahod,Devgadhbariya,534,3,15,182,19,76,242,3/31/2018 0:00
Kachchh,Anjar,385,2,6,203,9,42,125,3/31/2018 0:00
Kachchh,Bhachau,425,3,12,197,11,62,143,3/31/2018 0:00
Sabarkantha,Prantij,145,1,19,34,10,34,48,3/31/2018 0:00
Aravalli,Dhansura,113,1,4,52,5,13,39,3/31/2018 0:00
Banaskantha,Tharad,155,2,6,70,5,16,58,3/31/2018 0:00
Dahod,Garbada,732,2,15,349,37,51,280,3/31/2018 0:00
Mahisagar,Santrampur,488,3,13,208,23,31,213,3/31/2018 0:00
Sabarkantha,Poshina,124,1,2,84,6,4,28,3/31/2018 0:00
Surat,Palsana,298,2,7,89,9,68,125,3/31/2018 0:00
Surendranagar,Thangadh,60,0,4,24,1,11,20,3/31/2018 0:00
Bhavnagar,Bhavnagar,1223,8,171,127,108,135,682,3/31/2018 0:00
Bhavnagar,Shihor,255,2,20,105,9,40,81,3/31/2018 0:00
Botad,Gadhada,234,2,11,125,9,41,48,3/31/2018 0:00
Kachchh,Mandvi,172,2,6,97,6,22,41,3/31/2018 0:00
Mahisagar,Balasinor,210,2,4,96,10,30,70,3/31/2018 0:00
Narmada,Garudeshwar,517,1,15,99,23,41,339,3/31/2018 0:00
Valsad,Dharampur,1177,5,38,434,31,56,618,3/31/2018 0:00
Amreli,Bagasara,118,1,4,63,6,14,31,3/31/2018 0:00
Banaskantha,Kankrej,363,2,5,231,7,29,91,3/31/2018 0:00
Bharuch,Valia,339,1,7,86,9,28,209,3/31/2018 0:00
Bhavnagar,Mahuva,411,4,13,246,6,35,111,3/31/2018 0:00
Dahod,Jhalod,1327,7,16,584,48,142,537,3/31/2018 0:00
Devbhumi-Dwarka,Okhamandal/ Dwarka,463,3,40,164,20,47,192,3/31/2018 0:00
Navsari,Chikhli,454,2,19,132,51,54,198,3/31/2018 0:00
Vadodara,Desar,144,1,5,84,6,7,42,3/31/2018 0:00
Ahmedabad,Bavla,304,2,4,152,5,79,64,3/31/2018 0:00
Amreli,Savarkundla,387,2,18,229,15,32,93,3/31/2018 0:00
Anand,Khambhat,282,2,10,152,15,33,72,3/31/2018 0:00
Bhavnagar,Talaja,279,2,17,135,17,29,81,3/31/2018 0:00
Jamnagar,Jamnagar City,1183,9,93,212,101,163,614,3/31/2018 0:00
Mahesana,Satlasana,107,1,3,62,3,4,35,3/31/2018 0:00
Narmada,Dediapada,564,5,6,346,2,45,165,3/31/2018 0:00
Narmada,Rajpipla(Nandod),472,4,9,130,25,67,241,3/31/2018 0:00
Surat,Mandvi,390,2,22,106,21,22,219,3/31/2018 0:00
Valsad,Valsad,541,4,25,61,60,104,291,3/31/2018 0:00
Aravalli,Meghraj,299,2,8,109,18,37,127,3/31/2018 0:00
Banaskantha,Vav,217,1,3,128,8,11,67,3/31/2018 0:00
Dahod,Sanjeli,186,1,4,93,8,11,70,3/31/2018 0:00
Jamnagar,Dhrol,91,2,8,33,7,15,28,3/31/2018 0:00
Kheda,Mahudha,86,1,12,33,4,11,26,3/31/2018 0:00
Mahesana,Kadi,313,2,6,97,8,63,139,3/31/2018 0:00
Rajkot,Jamkandorna,90,1,7,33,0,22,28,3/31/2018 0:00
The Dangs,Vaghai,205,1,4,86,7,22,86,3/31/2018 0:00
Valsad,Kaprada,1103,6,27,544,31,63,438,3/31/2018 0:00
Amreli,Jafrabad,93,1,3,55,5,8,22,3/31/2018 0:00
Bhavnagar,Gariyadhar,82,1,4,40,0,15,23,3/31/2018 0:00
Botad,Botad,268,3,12,156,8,32,60,3/31/2018 0:00
Dahod,Dhanpur,350,1,7,155,4,29,155,3/31/2018 0:00
Gir Somnath,Girgadhada,198,0,13,108,7,10,60,3/31/2018 0:00
Kheda,Kapadvanj,278,3,9,157,14,26,72,3/31/2018 0:00
Kheda,Limbasi(Matar),179,1,5,86,9,14,65,3/31/2018 0:00
Mahesana,Visnagar,327,1,5,54,15,29,224,3/31/2018 0:00
Panchmahals,Ghoghamba,375,2,5,141,3,54,172,3/31/2018 0:00
Rajkot,Dhoraji,123,1,12,47,6,26,32,3/31/2018 0:00
Vadodara,Vadodara City,2350,16,97,401,251,397,1204,3/31/2018 0:00
Amreli,Dhari,336,2,25,166,4,31,110,3/31/2018 0:00
Amreli,Rajula,191,2,3,116,8,24,40,3/31/2018 0:00
Bharuch,Ankleshwar,381,2,10,138,15,81,137,3/31/2018 0:00
Chhotaudepur,Sankheda,197,2,3,96,12,22,64,3/31/2018 0:00
Gir Somnath,Kodinar,213,2,19,59,9,56,70,3/31/2018 0:00
Junagadh,Vanthali,212,1,28,71,11,28,74,3/31/2018 0:00
Kheda,Thasara,324,2,4,169,10,55,86,3/31/2018 0:00
Morbi,Wankaner,181,1,6,84,4,30,57,3/31/2018 0:00
Navsari,Navsari,345,3,16,52,42,58,177,3/31/2018 0:00
Rajkot,Jasdan,186,2,8,106,1,26,45,3/31/2018 0:00
The Dangs,Ahwa,339,3,10,125,9,25,170,3/31/2018 0:00
Ahmedabad,Mandal,121,1,3,65,3,18,32,3/31/2018 0:00
Ahmedabad,Sanand,227,1,10,92,9,56,60,3/31/2018 0:00
Anand,Petlad,187,1,8,74,10,37,58,3/31/2018 0:00
Aravalli,Malpur,152,1,4,72,5,8,63,3/31/2018 0:00
Mahesana,Unjha,236,1,7,62,5,38,124,3/31/2018 0:00
Panchmahals,Morva,267,2,9,128,8,26,96,3/31/2018 0:00
