District_Eng,No_Of_Victims_Shifted,Cardiac,Pregnancy,Respiratory,Trauma,Others,AsOnDt
Botad,265,2,132,12,52,67,2/28/2018 0:00
Dahod,251,0,129,8,21,93,2/28/2018 0:00
Gir Somnath,209,8,130,6,20,45,2/28/2018 0:00
Kheda,305,15,149,15,34,92,2/28/2018 0:00
Kheda,175,9,91,11,17,47,2/28/2018 0:00
Mahesana,386,7,39,6,25,309,2/28/2018 0:00
Panchmahals,257,1,115,5,26,110,2/28/2018 0:00
Rajkot,121,6,36,4,23,52,2/28/2018 0:00
Vadodara,2362,136,261,250,442,1273,2/28/2018 0:00
Amreli,292,27,160,8,19,78,2/28/2018 0:00
Amreli,205,8,112,4,26,55,2/28/2018 0:00
Bharuch,341,4,144,10,68,115,2/28/2018 0:00
Chhotaudepur,209,6,114,5,15,69,2/28/2018 0:00
Gir Somnath,239,11,105,9,47,67,2/28/2018 0:00
Junagadh,197,22,75,17,19,64,2/28/2018 0:00
Kheda,337,6,160,26,54,91,2/28/2018 0:00
Morbi,178,11,71,8,21,67,2/28/2018 0:00
Navsari,358,20,74,34,45,185,2/28/2018 0:00
Rajkot,167,8,80,8,24,47,2/28/2018 0:00
The Dangs,277,12,108,5,36,116,2/28/2018 0:00
Devbhumi-Dwarka,244,13,69,13,42,107,2/28/2018 0:00
Vadodara,250,6,92,9,55,88,2/28/2018 0:00
Jamnagar,204,16,101,7,19,61,3/31/2018 0:00
Amreli,286,14,185,8,19,60,3/31/2018 0:00
Morbi,123,4,53,4,24,38,3/31/2018 0:00
Kachchh,720,18,302,24,70,306,3/31/2018 0:00
Rajkot,133,9,61,3,19,41,3/31/2018 0:00
Devbhumi-Dwarka,233,12,65,15,43,98,3/31/2018 0:00
Vadodara,265,5,102,11,54,93,3/31/2018 0:00
Banaskantha,161,3,98,4,16,40,3/31/2018 0:00
Rajkot,233,15,71,11,53,83,3/31/2018 0:00
Kachchh,523,20,281,8,61,153,3/31/2018 0:00
Sabarkantha,116,9,64,3,13,27,3/31/2018 0:00
Jamnagar,179,5,80,9,28,57,3/31/2018 0:00
Junagadh,301,25,78,23,31,144,3/31/2018 0:00
Navsari,201,14,35,26,22,104,3/31/2018 0:00
Banaskantha,372,8,118,22,31,193,3/31/2018 0:00
Junagadh,170,14,73,7,17,59,3/31/2018 0:00
Tapi,620,30,140,25,89,336,3/31/2018 0:00
Bhavnagar,198,22,70,12,22,72,3/31/2018 0:00
Kheda,69,0,50,0,5,14,3/31/2018 0:00
Rajkot,131,4,55,5,18,49,3/31/2018 0:00
Anand,195,16,90,10,33,46,3/31/2018 0:00
Chhotaudepur,553,9,241,23,49,231,3/31/2018 0:00
Surat,316,11,101,21,52,131,3/31/2018 0:00
Bharuch,62,1,20,2,17,22,3/31/2018 0:00
Gandhinagar,287,11,62,19,78,117,3/31/2018 0:00
Junagadh,270,15,79,12,47,117,3/31/2018 0:00
Narmada,158,4,48,12,18,76,3/31/2018 0:00
Patan,258,9,149,6,15,79,3/31/2018 0:00
Bhavnagar,108,6,54,4,19,25,3/31/2018 0:00
Junagadh,192,13,87,5,16,71,3/31/2018 0:00
Navsari,261,15,62,27,30,127,3/31/2018 0:00
Chhotaudepur,905,10,443,35,56,361,3/31/2018 0:00
Chhotaudepur,254,1,175,6,22,50,3/31/2018 0:00
Surendranagar,196,14,51,9,29,93,3/31/2018 0:00
Ahmedabad,306,8,197,18,41,42,3/31/2018 0:00
Navsari,190,15,39,14,18,104,3/31/2018 0:00
Patan,193,9,75,15,34,60,3/31/2018 0:00
Banaskantha,148,1,34,5,4,104,3/31/2018 0:00
Banaskantha,294,7,126,14,34,113,3/31/2018 0:00
Dahod,577,13,247,15,37,265,3/31/2018 0:00
Devbhumi-Dwarka,136,7,51,3,21,54,3/31/2018 0:00
Surendranagar,128,2,64,1,31,30,3/31/2018 0:00
Banaskantha,730,11,454,15,67,183,3/31/2018 0:00
Banaskantha,233,0,137,9,11,76,3/31/2018 0:00
Bharuch,473,11,168,27,110,157,3/31/2018 0:00
Kheda,27,2,10,4,4,7,3/31/2018 0:00
Valsad,110,3,19,2,37,49,3/31/2018 0:00
Mahesana,16,1,5,0,4,6,3/31/2018 0:00
Mahesana,506,22,51,28,107,298,3/31/2018 0:00
Mahisagar,327,8,106,12,25,176,3/31/2018 0:00
Sabarkantha,413,9,216,20,61,107,3/31/2018 0:00
Amreli,161,8,81,8,8,56,3/31/2018 0:00
Porbandar,132,16,36,4,13,63,3/31/2018 0:00
Rajkot,126,10,42,6,27,41,3/31/2018 0:00
Surat,288,9,95,10,42,132,3/31/2018 0:00
Tapi,162,6,42,8,25,81,3/31/2018 0:00
Amreli,147,5,89,5,6,42,3/31/2018 0:00
Panchmahals,172,5,51,3,41,72,3/31/2018 0:00
The Dangs,176,6,76,3,14,77,3/31/2018 0:00
Chhotaudepur,370,4,203,11,40,112,3/31/2018 0:00
Gir Somnath,610,22,365,10,92,121,3/31/2018 0:00
Junagadh,304,15,162,13,26,88,3/31/2018 0:00
Mahisagar,380,22,148,19,35,156,3/31/2018 0:00
Devbhumi-Dwarka,244,14,104,14,28,84,3/31/2018 0:00
Panchmahals,443,14,135,24,45,225,3/31/2018 0:00
Sabarkantha,202,11,62,21,39,69,3/31/2018 0:00
Surendranagar,113,7,57,8,7,34,3/31/2018 0:00
Vadodara,270,7,135,8,50,70,3/31/2018 0:00
Bhavnagar,107,4,51,4,28,20,3/31/2018 0:00
Botad,97,7,58,2,6,24,3/31/2018 0:00
Navsari,661,30,233,26,57,315,3/31/2018 0:00
Valsad,241,11,77,9,52,92,3/31/2018 0:00
Jamnagar,122,8,57,6,5,46,3/31/2018 0:00
Kheda,249,11,103,11,41,83,3/31/2018 0:00
Mahisagar,155,5,68,9,13,60,3/31/2018 0:00
Patan,94,4,58,7,4,21,3/31/2018 0:00
Porbandar,523,39,105,35,77,267,3/31/2018 0:00
Ahmedabad,359,49,55,37,52,166,3/31/2018 0:00
Aravalli,164,8,57,7,31,61,3/31/2018 0:00
Banaskantha,77,1,30,3,15,28,3/31/2018 0:00
Junagadh,201,12,111,5,20,53,3/31/2018 0:00
Mahesana,340,15,40,20,19,246,3/31/2018 0:00
Aravalli,289,10,74,24,41,140,3/31/2018 0:00
Chhotaudepur,298,6,146,10,51,85,3/31/2018 0:00
Narmada,256,2,198,2,21,33,3/31/2018 0:00
Porbandar,206,26,55,15,18,92,3/31/2018 0:00
Surat,315,5,93,9,30,178,3/31/2018 0:00
Bharuch,260,6,127,12,33,82,3/31/2018 0:00
Bharuch,124,1,76,5,13,29,3/31/2018 0:00
Kheda,212,9,81,15,30,77,3/31/2018 0:00
Patan,136,3,53,4,19,57,3/31/2018 0:00
Surendranagar,204,2,107,5,31,59,3/31/2018 0:00
Kachchh,410,12,149,16,27,206,3/31/2018 0:00
Kachchh,372,5,228,7,36,96,3/31/2018 0:00
Patan,132,4,75,5,18,30,3/31/2018 0:00
Surendranagar,246,6,136,9,39,56,3/31/2018 0:00
Vadodara,759,26,326,70,61,276,3/31/2018 0:00
Ahmedabad,312,10,203,13,42,44,3/31/2018 0:00
Bhavnagar,95,2,62,2,2,27,3/31/2018 0:00
Kachchh,269,3,91,11,50,114,3/31/2018 0:00
Rajkot,121,6,42,8,20,45,3/31/2018 0:00
Surat,207,7,73,9,35,83,3/31/2018 0:00
Dahod,1209,16,514,56,118,505,3/31/2018 0:00
Mahesana,167,7,12,13,21,114,3/31/2018 0:00
Patan,209,7,116,11,18,57,3/31/2018 0:00
Rajkot,104,5,67,1,4,27,3/31/2018 0:00
Tapi,289,14,91,7,21,156,3/31/2018 0:00
Banaskantha,151,0,88,1,7,55,3/31/2018 0:00
Kachchh,166,4,91,5,39,27,3/31/2018 0:00
Mahesana,155,1,38,12,26,78,3/31/2018 0:00
Rajkot,2052,158,218,159,340,1177,3/31/2018 0:00
Sabarkantha,331,5,222,4,24,76,3/31/2018 0:00
Surat,253,9,71,17,66,90,3/31/2018 0:00
Anand,401,18,81,46,125,131,3/31/2018 0:00
Anand,272,20,80,29,32,111,3/31/2018 0:00
Gir Somnath,286,16,164,10,24,72,3/31/2018 0:00
Junagadh,236,14,135,7,17,63,3/31/2018 0:00
Panchmahals,436,9,153,16,79,179,3/31/2018 0:00
Valsad,234,17,39,19,78,81,3/31/2018 0:00
Anand,121,4,65,3,15,34,3/31/2018 0:00
Bharuch,288,9,129,8,35,107,3/31/2018 0:00
Morbi,140,2,89,2,15,32,3/31/2018 0:00
Morbi,125,7,54,4,30,30,3/31/2018 0:00
Panchmahals,409,9,165,16,40,179,3/31/2018 0:00
Tapi,838,34,229,37,59,479,3/31/2018 0:00
Banaskantha,135,1,59,3,32,40,3/31/2018 0:00
Botad,168,6,96,4,15,47,3/31/2018 0:00
Gir Somnath,168,5,92,9,21,41,3/31/2018 0:00
Mahesana,105,2,44,9,22,28,3/31/2018 0:00
Surat,3843,188,476,307,571,2301,3/31/2018 0:00
Surendranagar,188,7,100,11,28,42,3/31/2018 0:00
Banaskantha,380,5,136,20,50,169,3/31/2018 0:00
Bharuch,112,2,66,5,14,25,3/31/2018 0:00
Mahesana,386,23,150,25,37,151,3/31/2018 0:00
Surat,245,14,76,13,34,108,3/31/2018 0:00
Surendranagar,203,9,127,4,31,32,3/31/2018 0:00
Tapi,135,3,75,2,6,49,3/31/2018 0:00
Vadodara,371,5,196,9,68,93,3/31/2018 0:00
Gandhinagar,247,15,98,18,23,93,3/31/2018 0:00
Patan,125,8,34,5,25,53,3/31/2018 0:00
Surat,272,8,101,9,65,89,3/31/2018 0:00
Vadodara,397,9,257,12,42,77,3/31/2018 0:00
Vadodara,122,7,55,6,11,43,3/31/2018 0:00
Amreli,300,1,207,5,18,69,3/31/2018 0:00
Gandhinagar,450,31,158,49,56,156,3/31/2018 0:00
Jamnagar,292,13,120,16,27,116,3/31/2018 0:00
Junagadh,236,21,96,7,27,85,3/31/2018 0:00
Kheda,117,6,43,12,21,35,3/31/2018 0:00
Sabarkantha,446,16,150,25,111,144,3/31/2018 0:00
Surendranagar,92,3,41,5,19,24,3/31/2018 0:00
Ahmedabad,98,7,43,3,20,25,3/31/2018 0:00
Ahmedabad,188,7,92,6,35,48,3/31/2018 0:00
Amreli,130,4,73,6,14,33,3/31/2018 0:00
Bharuch,378,11,122,16,46,183,3/31/2018 0:00
Dahod,524,17,201,17,74,215,3/31/2018 0:00
Gir Somnath,305,18,93,18,45,131,3/31/2018 0:00
Junagadh,363,48,57,20,46,192,3/31/2018 0:00
Ahmedabad,12105,1180,752,1405,1285,7483,3/31/2018 0:00
Anand,264,5,97,19,60,83,3/31/2018 0:00
Aravalli,237,9,134,11,19,64,3/31/2018 0:00
Kachchh,207,5,113,2,21,66,3/31/2018 0:00
Morbi,404,12,115,19,70,188,3/31/2018 0:00
Rajkot,136,6,44,12,14,60,3/31/2018 0:00
Sabarkantha,154,5,64,6,12,67,3/31/2018 0:00
Surendranagar,212,14,79,15,22,82,3/31/2018 0:00
Amreli,396,17,148,18,67,146,3/31/2018 0:00
Banaskantha,232,5,122,5,16,84,3/31/2018 0:00
Gandhinagar,979,71,111,64,241,492,3/31/2018 0:00
Kheda,290,21,47,37,51,134,3/31/2018 0:00
Mahisagar,149,3,99,3,11,33,3/31/2018 0:00
Panchmahals,633,19,199,34,89,292,3/31/2018 0:00
Patan,229,5,167,5,24,28,3/31/2018 0:00
Ahmedabad,118,4,55,2,29,28,3/31/2018 0:00
Anand,301,9,156,17,45,74,3/31/2018 0:00
Bhavnagar,174,8,93,3,20,50,3/31/2018 0:00
Dahod,534,15,182,19,76,242,3/31/2018 0:00
Kachchh,385,6,203,9,42,125,3/31/2018 0:00
Kachchh,425,12,197,11,62,143,3/31/2018 0:00
Sabarkantha,145,19,34,10,34,48,3/31/2018 0:00
Aravalli,113,4,52,5,13,39,3/31/2018 0:00
Banaskantha,155,6,70,5,16,58,3/31/2018 0:00
Dahod,732,15,349,37,51,280,3/31/2018 0:00
Mahisagar,488,13,208,23,31,213,3/31/2018 0:00
Sabarkantha,124,2,84,6,4,28,3/31/2018 0:00
Surat,298,7,89,9,68,125,3/31/2018 0:00
Surendranagar,60,4,24,1,11,20,3/31/2018 0:00
Bhavnagar,1223,171,127,108,135,682,3/31/2018 0:00
Bhavnagar,255,20,105,9,40,81,3/31/2018 0:00
Botad,234,11,125,9,41,48,3/31/2018 0:00
Kachchh,172,6,97,6,22,41,3/31/2018 0:00
Mahisagar,210,4,96,10,30,70,3/31/2018 0:00
Narmada,517,15,99,23,41,339,3/31/2018 0:00
Valsad,1177,38,434,31,56,618,3/31/2018 0:00
Amreli,118,4,63,6,14,31,3/31/2018 0:00
Banaskantha,363,5,231,7,29,91,3/31/2018 0:00
Bharuch,339,7,86,9,28,209,3/31/2018 0:00
Bhavnagar,411,13,246,6,35,111,3/31/2018 0:00
Dahod,1327,16,584,48,142,537,3/31/2018 0:00
Devbhumi-Dwarka,463,40,164,20,47,192,3/31/2018 0:00
Navsari,454,19,132,51,54,198,3/31/2018 0:00
Vadodara,144,5,84,6,7,42,3/31/2018 0:00
Ahmedabad,304,4,152,5,79,64,3/31/2018 0:00
Amreli,387,18,229,15,32,93,3/31/2018 0:00
Anand,282,10,152,15,33,72,3/31/2018 0:00
Bhavnagar,279,17,135,17,29,81,3/31/2018 0:00
Jamnagar,1183,93,212,101,163,614,3/31/2018 0:00
Mahesana,107,3,62,3,4,35,3/31/2018 0:00
Narmada,564,6,346,2,45,165,3/31/2018 0:00
Narmada,472,9,130,25,67,241,3/31/2018 0:00
Surat,390,22,106,21,22,219,3/31/2018 0:00
Valsad,541,25,61,60,104,291,3/31/2018 0:00
Aravalli,299,8,109,18,37,127,3/31/2018 0:00
Banaskantha,217,3,128,8,11,67,3/31/2018 0:00
Dahod,186,4,93,8,11,70,3/31/2018 0:00
Jamnagar,91,8,33,7,15,28,3/31/2018 0:00
Kheda,86,12,33,4,11,26,3/31/2018 0:00
Mahesana,313,6,97,8,63,139,3/31/2018 0:00
Rajkot,90,7,33,0,22,28,3/31/2018 0:00
The Dangs,205,4,86,7,22,86,3/31/2018 0:00
Valsad,1103,27,544,31,63,438,3/31/2018 0:00
Amreli,93,3,55,5,8,22,3/31/2018 0:00
Bhavnagar,82,4,40,0,15,23,3/31/2018 0:00
Botad,268,12,156,8,32,60,3/31/2018 0:00
Dahod,350,7,155,4,29,155,3/31/2018 0:00
Gir Somnath,198,13,108,7,10,60,3/31/2018 0:00
Kheda,278,9,157,14,26,72,3/31/2018 0:00
Kheda,179,5,86,9,14,65,3/31/2018 0:00
Mahesana,327,5,54,15,29,224,3/31/2018 0:00
Panchmahals,375,5,141,3,54,172,3/31/2018 0:00
Rajkot,123,12,47,6,26,32,3/31/2018 0:00
Vadodara,2350,97,401,251,397,1204,3/31/2018 0:00
Amreli,336,25,166,4,31,110,3/31/2018 0:00
Amreli,191,3,116,8,24,40,3/31/2018 0:00
Bharuch,381,10,138,15,81,137,3/31/2018 0:00
Chhotaudepur,197,3,96,12,22,64,3/31/2018 0:00
Gir Somnath,213,19,59,9,56,70,3/31/2018 0:00
Junagadh,212,28,71,11,28,74,3/31/2018 0:00
Kheda,324,4,169,10,55,86,3/31/2018 0:00
Morbi,181,6,84,4,30,57,3/31/2018 0:00
Navsari,345,16,52,42,58,177,3/31/2018 0:00
Rajkot,186,8,106,1,26,45,3/31/2018 0:00
The Dangs,339,10,125,9,25,170,3/31/2018 0:00
Ahmedabad,121,3,65,3,18,32,3/31/2018 0:00
Ahmedabad,227,10,92,9,56,60,3/31/2018 0:00
Anand,187,8,74,10,37,58,3/31/2018 0:00
Aravalli,152,4,72,5,8,63,3/31/2018 0:00
Mahesana,236,7,62,5,38,124,3/31/2018 0:00
Panchmahals,267,9,128,8,26,96,3/31/2018 0:00
Patan,332,16,93,15,40,168,3/31/2018 0:00
Ahmedabad,269,17,8,33,14,68,4/30/2018 0:00
Bharuch,178,5,67,1,36,32,4/30/2018 0:00
Botad,113,8,62,5,11,8,4/30/2018 0:00
Kachchh,124,2,81,1,6,12,4/30/2018 0:00
Mahisagar,152,7,84,4,12,17,4/30/2018 0:00
Sabarkantha,241,2,165,6,24,12,4/30/2018 0:00
Vadodara,184,9,53,14,20,30,4/30/2018 0:00
Ahmedabad,128,1,66,4,9,16,4/30/2018 0:00
Bhavnagar,149,5,52,8,22,28,4/30/2018 0:00
Chhotaudepur,160,2,85,1,21,12,4/30/2018 0:00
Kachchh,85,0,56,3,8,6,4/30/2018 0:00
Kheda,113,9,35,2,28,17,4/30/2018 0:00
Mahisagar,151,6,52,3,10,17,4/30/2018 0:00
Panchmahals,203,3,75,7,36,38,4/30/2018 0:00
Panchmahals,217,6,62,13,34,29,4/30/2018 0:00
Surat,183,13,31,6,31,40,4/30/2018 0:00
Vadodara,163,3,91,2,25,15,4/30/2018 0:00
Ahmedabad,327,32,44,25,28,60,4/30/2018 0:00
Bharuch,238,2,83,4,19,98,4/30/2018 0:00
Jamnagar,52,4,21,1,5,11,4/30/2018 0:00
Surat,102,1,34,4,16,10,4/30/2018 0:00
Surat,229,7,34,14,30,59,4/30/2018 0:00
Vadodara,179,9,71,8,29,23,4/30/2018 0:00
Ahmedabad,204,18,11,19,40,53,4/30/2018 0:00
Ahmedabad,230,35,6,35,10,37,4/30/2018 0:00
Ahmedabad,132,4,79,3,15,6,4/30/2018 0:00
Banaskantha,132,2,65,8,10,29,4/30/2018 0:00
Dahod,201,2,76,4,26,54,4/30/2018 0:00
Jamnagar,57,5,21,2,6,3,4/30/2018 0:00
Panchmahals,126,3,33,8,20,33,4/30/2018 0:00
Surat,193,11,48,11,18,22,4/30/2018 0:00
Ahmedabad,130,11,57,9,12,26,4/30/2018 0:00
Aravalli,150,1,54,9,35,24,4/30/2018 0:00
Dahod,225,0,122,12,16,23,4/30/2018 0:00
Kachchh,150,1,73,6,32,11,4/30/2018 0:00
Panchmahals,290,16,84,18,33,73,4/30/2018 0:00
Sabarkantha,215,2,134,4,35,15,4/30/2018 0:00
Surat,125,2,63,1,16,14,4/30/2018 0:00
Surat,293,11,52,8,35,53,4/30/2018 0:00
Valsad,214,5,81,19,31,24,4/30/2018 0:00
Gandhinagar,208,13,18,11,65,37,4/30/2018 0:00
Patan,115,6,78,0,9,15,4/30/2018 0:00
Patan,118,2,85,5,10,7,4/30/2018 0:00
Surat,211,13,14,20,36,70,4/30/2018 0:00
Vadodara,195,10,48,22,44,33,4/30/2018 0:00
Valsad,152,6,9,8,67,30,4/30/2018 0:00
Anand,157,5,87,12,10,15,4/30/2018 0:00
Banaskantha,174,2,101,11,19,20,4/30/2018 0:00
Bhavnagar,119,12,35,3,21,10,4/30/2018 0:00
Mahesana,171,8,31,7,19,73,4/30/2018 0:00
Patan,181,5,65,5,21,60,4/30/2018 0:00
Rajkot,76,4,32,1,12,10,4/30/2018 0:00
Sabarkantha,215,8,46,11,50,35,4/30/2018 0:00
Sabarkantha,105,9,44,10,16,10,4/30/2018 0:00
Vadodara,236,16,95,21,15,31,4/30/2018 0:00
Ahmedabad,293,25,12,33,27,59,4/30/2018 0:00
Ahmedabad,270,19,12,23,71,59,4/30/2018 0:00
Banaskantha,133,1,84,3,21,16,4/30/2018 0:00
Bharuch,107,3,72,3,14,4,4/30/2018 0:00
Jamnagar,169,13,44,9,20,28,4/30/2018 0:00
Jamnagar,195,25,25,22,15,47,4/30/2018 0:00
Vadodara,97,5,9,11,26,19,4/30/2018 0:00
Ahmedabad,230,19,12,33,26,55,4/30/2018 0:00
Banaskantha,109,4,30,3,8,50,4/30/2018 0:00
Banaskantha,167,3,86,1,3,48,4/30/2018 0:00
Jamnagar,74,6,15,5,4,24,4/30/2018 0:00
Patan,184,3,124,7,24,12,4/30/2018 0:00
Sabarkantha,139,9,46,9,20,25,4/30/2018 0:00
Surendranagar,103,2,52,3,8,18,4/30/2018 0:00
Surendranagar,86,3,48,2,6,9,4/30/2018 0:00
Ahmedabad,271,25,13,27,20,62,4/30/2018 0:00
Bhavnagar,128,9,34,4,26,11,4/30/2018 0:00
Dahod,231,1,121,7,16,25,4/30/2018 0:00
Devbhumi-Dwarka,182,9,50,6,28,42,4/30/2018 0:00
Gir Somnath,197,9,89,8,21,37,4/30/2018 0:00
Junagadh,225,23,18,16,30,52,4/30/2018 0:00
Junagadh,164,12,61,8,21,20,4/30/2018 0:00
Patan,152,9,27,16,32,39,4/30/2018 0:00
Porbandar,138,14,57,5,14,9,4/30/2018 0:00
Surat,205,5,63,8,26,36,4/30/2018 0:00
Amreli,105,10,54,2,6,13,4/30/2018 0:00
Aravalli,169,11,42,13,18,31,4/30/2018 0:00
Botad,107,5,71,0,6,6,4/30/2018 0:00
Kachchh,219,7,134,8,16,20,4/30/2018 0:00
Mahesana,170,6,44,5,7,81,4/30/2018 0:00
Mahesana,144,3,69,3,22,23,4/30/2018 0:00
Mahesana,165,8,75,10,26,16,4/30/2018 0:00
Panchmahals,0,0,0,0,0,0,4/30/2018 0:00
Rajkot,214,15,27,12,45,44,4/30/2018 0:00
Sabarkantha,113,7,37,4,14,11,4/30/2018 0:00
Tapi,86,3,27,3,13,13,4/30/2018 0:00
Ahmedabad,138,11,32,5,25,27,4/30/2018 0:00
Anand,128,6,67,14,5,12,4/30/2018 0:00
Banaskantha,118,1,61,10,10,24,4/30/2018 0:00
Bhavnagar,135,9,77,6,14,11,4/30/2018 0:00
Dahod,198,4,98,8,33,21,4/30/2018 0:00
Gandhinagar,158,12,30,8,40,21,4/30/2018 0:00
Gandhinagar,143,8,31,12,29,23,4/30/2018 0:00
Kachchh,80,3,40,3,2,6,4/30/2018 0:00
Kheda,125,4,66,8,12,16,4/30/2018 0:00
Tapi,158,6,62,5,9,15,4/30/2018 0:00
Vadodara,106,3,19,7,23,17,4/30/2018 0:00
Amreli,119,7,69,3,6,12,4/30/2018 0:00
Bharuch,290,3,65,7,16,154,4/30/2018 0:00
Dahod,125,0,61,6,4,16,4/30/2018 0:00
Kheda,133,3,48,8,22,17,4/30/2018 0:00
Kheda,164,5,39,7,36,29,4/30/2018 0:00
Morbi,156,5,56,3,26,24,4/30/2018 0:00
Morbi,136,4,47,5,34,17,4/30/2018 0:00
Rajkot,221,12,5,16,40,81,4/30/2018 0:00
Surendranagar,77,5,28,1,15,12,4/30/2018 0:00
Ahmedabad,249,9,22,21,48,61,4/30/2018 0:00
Amreli,175,8,97,5,24,24,4/30/2018 0:00
Chhotaudepur,175,2,137,2,12,8,4/30/2018 0:00
Junagadh,0,0,0,0,0,0,4/30/2018 0:00
Kachchh,99,4,42,6,15,7,4/30/2018 0:00
Sabarkantha,134,0,77,3,11,12,4/30/2018 0:00
Tapi,105,2,55,4,15,11,4/30/2018 0:00
The Dangs,185,6,57,3,8,36,4/30/2018 0:00
Ahmedabad,236,15,22,35,24,56,4/30/2018 0:00
Ahmedabad,367,32,21,42,27,74,4/30/2018 0:00
Amreli,0,0,0,0,0,0,4/30/2018 0:00
Amreli,143,8,85,2,19,7,4/30/2018 0:00
Aravalli,117,6,47,6,19,21,4/30/2018 0:00
Gir Somnath,0,0,0,0,0,0,4/30/2018 0:00
Kheda,109,3,61,4,11,8,4/30/2018 0:00
Panchmahals,189,8,72,9,21,33,4/30/2018 0:00
Patan,149,4,103,0,20,12,4/30/2018 0:00
Rajkot,105,8,46,4,18,9,4/30/2018 0:00
Surat,230,14,33,24,46,45,4/30/2018 0:00
Ahmedabad,152,9,35,10,33,21,4/30/2018 0:00
Amreli,124,13,65,3,3,11,4/30/2018 0:00
Amreli,117,5,84,2,3,8,4/30/2018 0:00
Banaskantha,201,5,68,8,11,99,4/30/2018 0:00
Bharuch,217,12,73,5,39,48,4/30/2018 0:00
Chhotaudepur,248,6,129,3,15,28,4/30/2018 0:00
Dahod,0,0,0,0,0,0,4/30/2018 0:00
Kachchh,93,3,49,2,9,16,4/30/2018 0:00
Kachchh,196,3,91,7,14,59,4/30/2018 0:00
Mahesana,225,6,34,11,66,62,4/30/2018 0:00
Morbi,102,0,63,1,18,8,4/30/2018 0:00
Vadodara,217,12,21,29,30,69,4/30/2018 0:00
Anand,139,6,70,1,25,12,4/30/2018 0:00
Junagadh,141,1,37,7,15,16,4/30/2018 0:00
Kachchh,201,5,67,6,23,68,4/30/2018 0:00
Kheda,111,4,60,3,6,14,4/30/2018 0:00
Narmada,203,10,45,8,33,45,4/30/2018 0:00
Narmada,80,0,41,3,8,6,4/30/2018 0:00
Narmada,223,5,81,7,34,27,4/30/2018 0:00
Surat,63,2,26,2,7,6,4/30/2018 0:00
Surat,227,6,55,11,19,46,4/30/2018 0:00
Surat,173,7,51,3,13,17,4/30/2018 0:00
Ahmedabad,103,3,17,8,22,12,4/30/2018 0:00
Amreli,118,3,80,2,10,6,4/30/2018 0:00
Bharuch,165,3,104,7,27,8,4/30/2018 0:00
Dahod,193,9,71,8,45,19,4/30/2018 0:00
Gandhinagar,151,15,16,16,26,35,4/30/2018 0:00
Panchmahals,182,2,90,4,19,28,4/30/2018 0:00
Vadodara,68,3,15,5,10,14,4/30/2018 0:00
Ahmedabad,233,27,9,17,25,57,4/30/2018 0:00
Ahmedabad,184,15,15,21,25,48,4/30/2018 0:00
Aravalli,74,3,28,1,14,10,4/30/2018 0:00
Bhavnagar,99,4,63,3,6,7,4/30/2018 0:00
Devbhumi-Dwarka,104,9,35,2,16,15,4/30/2018 0:00
Kachchh,131,5,88,3,14,11,4/30/2018 0:00
Mahisagar,157,2,68,3,30,22,4/30/2018 0:00
Panchmahals,137,3,56,4,23,19,4/30/2018 0:00
Ahmedabad,245,31,26,25,22,54,4/30/2018 0:00
Ahmedabad,140,3,79,4,26,14,4/30/2018 0:00
Ahmedabad,118,8,12,12,17,17,4/30/2018 0:00
Banaskantha,60,2,29,2,3,5,4/30/2018 0:00
Banaskantha,175,7,73,10,15,46,4/30/2018 0:00
Devbhumi-Dwarka,191,11,85,6,12,25,4/30/2018 0:00
Kachchh,107,1,60,6,18,12,4/30/2018 0:00
Porbandar,163,24,23,7,27,32,4/30/2018 0:00
Tapi,212,10,52,9,12,27,4/30/2018 0:00
Dahod,168,3,82,4,17,23,4/30/2018 0:00
Kachchh,200,1,106,6,45,25,4/30/2018 0:00
Narmada,159,1,126,0,11,4,4/30/2018 0:00
Navsari,172,3,60,14,32,16,4/30/2018 0:00
Panchmahals,76,3,31,0,18,5,4/30/2018 0:00
Rajkot,43,1,21,0,8,4,4/30/2018 0:00
Surat,194,4,63,5,39,29,4/30/2018 0:00
Surendranagar,84,3,47,2,13,4,4/30/2018 0:00
Tapi,218,14,43,6,13,37,4/30/2018 0:00
Tapi,173,11,45,11,20,27,4/30/2018 0:00
Vadodara,175,7,23,18,33,39,4/30/2018 0:00
Ahmedabad,234,17,19,19,17,45,4/30/2018 0:00
Ahmedabad,113,3,62,5,19,10,4/30/2018 0:00
Bhavnagar,115,16,15,10,12,21,4/30/2018 0:00
Gir Somnath,149,6,88,2,10,9,4/30/2018 0:00
Kachchh,106,0,49,3,10,11,4/30/2018 0:00
Kachchh,161,1,105,3,17,13,4/30/2018 0:00
Panchmahals,127,5,17,13,40,31,4/30/2018 0:00
Sabarkantha,102,2,26,9,26,15,4/30/2018 0:00
Surendranagar,124,7,55,4,18,9,4/30/2018 0:00
Surendranagar,155,13,45,5,27,30,4/30/2018 0:00
Tapi,222,12,62,13,28,25,4/30/2018 0:00
Vadodara,144,10,22,11,31,34,4/30/2018 0:00
Valsad,290,19,70,20,32,27,4/30/2018 0:00
Ahmedabad,299,31,27,26,12,56,4/30/2018 0:00
Ahmedabad,299,28,10,49,36,76,4/30/2018 0:00
Anand,178,9,15,23,69,38,4/30/2018 0:00
Bhavnagar,110,5,52,4,12,14,4/30/2018 0:00
